control_id,control_name,group,domain_or_lens,normalized_severity,catalog_severity,applicability_for_fnnlr,gateforge_status,evidence_summary,source_required_evidence,fail_condition
L4-TRUST-ENTERPRISE-REA-003,Privacy page,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-004,Status page,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-005,SLA,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-006,Uptime history,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-007,Security documentation,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-008,Compliance documentation,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-009,Vendor risk answers,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-010,Data room,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-011,Procurement readiness,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-012,Enterprise demo,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-013,Admin controls documentation,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-014,DPA,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-015,Subprocessors,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-016,Audit logs for enterprise,Trust Enterprise Readiness,L4,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-017,SSO readiness,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-018,SCIM readiness,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-019,Enterprise support process,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PASS,Commercial/support docs provide repo evidence.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
L4-TRUST-ENTERPRISE-REA-020,Security questionnaire readiness,Trust Enterprise Readiness,L4,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
D9-SUPPORT-CUSTOMER-SUC-001,Support email,Support Customer Success Ops,D9,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,PASS,Commercial/support docs provide repo evidence.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D9-SUPPORT-CUSTOMER-SUC-002,Help Center,Support Customer Success Ops,D9,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D9-SUPPORT-CUSTOMER-SUC-003,FAQs,Support Customer Success Ops,D9,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D9-SUPPORT-CUSTOMER-SUC-004,Onboarding guides,Support Customer Success Ops,D9,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
